Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency,Experience_Level,BMI,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga,Heart_Rate_Reserve,Calories_per_Hour,Hydration_Score
22,1,71.0,1.62,199,138,68,0.91,691.0,21.2,3.5,2,1,27.05,True,False,False,131,751.0869565217391,7.0
23,0,60.9,1.62,193,168,69,1.59,1336.0,16.8,2.7,5,3,23.21,False,False,False,124,835.0,13.5
43,0,64.7,1.66,191,132,69,1.88,1117.0,19.8,2.7,4,3,23.48,False,False,True,122,591.005291005291,10.8
21,0,51.0,1.71,174,132,73,1.07,706.0,34.2,2.2,3,2,17.44,True,False,False,101,653.7037037037037,6.6000000000000005
36,0,57.7,1.77,176,147,63,1.65,1213.0,19.4,2.7,4,3,18.42,False,True,False,113,730.722891566265,10.8
37,1,76.9,1.82,192,121,50,1.49,992.0,24.5,2.8,4,2,23.22,False,True,False,142,661.3333333333334,11.2
50,1,80.5,1.77,175,129,59,1.85,1181.0,14.3,3.5,4,3,25.7,False,False,True,116,634.9462365591397,14.0
37,0,73.3,1.74,188,141,65,1.03,726.0,25.5,2.4,3,2,24.21,False,False,False,123,698.0769230769231,7.199999999999999
29,0,49.0,1.57,168,132,53,1.33,878.0,26.5,2.6,3,2,19.88,False,False,True,115,655.2238805970148,7.800000000000001
18,1,114.5,1.97,192,128,60,1.03,725.0,24.1,2.6,3,1,29.5,False,False,False,132,697.1153846153846,7.800000000000001
43,1,81.0,1.78,188,152,65,1.58,1189.0,12.4,3.5,5,3,25.56,False,False,True,123,747.7987421383648,17.5
31,0,53.5,1.76,172,133,69,1.22,811.0,27.6,1.8,4,2,17.27,False,True,False,103,659.349593495935,7.2
55,1,52.1,1.68,180,167,50,0.77,637.0,23.6,3.0,3,1,18.46,False,False,True,130,816.6666666666666,9.0
54,0,70.1,1.52,180,139,65,0.76,475.0,26.6,2.1,2,1,30.34,True,False,False,115,616.8831168831168,4.2
28,1,86.9,1.78,164,134,68,1.29,951.0,24.9,3.7,4,2,27.43,True,False,False,96,731.5384615384615,14.8
53,1,73.4,1.76,169,151,70,1.09,815.0,27.9,2.8,3,2,23.7,False,False,True,99,740.9090909090909,8.399999999999999
30,1,90.0,1.66,165,152,71,1.32,1104.0,26.6,2.1,4,2,32.66,False,False,False,94,830.0751879699247,8.4
20,1,85.7,1.92,172,136,58,1.72,1287.0,10.5,3.5,5,3,23.25,False,False,False,114,743.9306358381504,17.5
50,0,70.4,1.55,160,143,58,0.73,470.0,29.9,2.7,2,1,29.3,False,True,False,102,635.1351351351351,5.4
23,1,57.7,1.71,179,149,58,1.15,942.0,27.0,3.4,3,2,19.73,False,True,False,121,812.0689655172414,10.2
27,1,75.7,1.76,167,132,66,0.68,494.0,25.3,2.3,3,1,24.44,False,False,False,101,715.9420289855071,6.8999999999999995
22,0,61.8,1.52,169,166,61,1.83,1519.0,17.0,2.7,5,3,26.75,False,False,True,108,825.5434782608695,13.5
40,1,80.3,1.76,168,167,74,1.63,1497.0,13.1,3.5,5,3,25.92,False,True,False,94,912.8048780487806,17.5
27,1,104.3,1.68,162,135,62,1.28,950.0,29.7,3.5,3,2,36.95,False,False,False,100,736.4341085271318,10.5
19,0,65.7,1.58,170,121,57,1.46,883.0,25.9,1.9,3,2,26.32,False,False,False,113,600.6802721088435,5.699999999999999
30,1,120.3,1.96,171,136,65,0.66,494.0,23.9,2.6,2,1,31.32,False,False,True,106,737.3134328358209,5.2
57,0,51.9,1.57,169,151,67,1.05,713.0,29.1,2.6,3,2,21.06,True,False,False,102,672.6415094339623,7.800000000000001
19,0,59.1,1.57,184,162,50,1.65,1336.0,17.9,2.7,5,3,23.98,False,False,False,134,804.8192771084338,13.5
37,0,66.9,1.75,184,127,50,1.38,876.0,26.5,2.1,4,2,21.84,False,True,False,134,630.2158273381295,8.4
18,0,66.9,1.75,170,122,61,0.94,573.0,26.8,1.7,2,1,21.84,False,False,True,109,603.1578947368421,3.4
54,1,78.7,1.66,195,131,55,1.42,921.0,22.9,2.6,3,2,28.56,False,False,True,140,644.0559440559441,7.800000000000001
26,0,62.4,1.61,198,139,58,1.88,1307.0,19.8,2.7,4,3,24.07,False,False,True,140,691.5343915343916,10.8
34,1,102.1,1.71,185,135,72,0.96,713.0,27.3,3.2,2,1,34.92,True,False,False,113,735.0515463917526,6.4
26,1,51.9,2.0,173,133,54,0.75,549.0,26.6,2.3,2,1,12.97,True,False,False,119,722.3684210526316,4.6
28,1,58.3,2.0,198,135,65,1.32,980.0,28.2,3.0,4,2,14.57,False,True,False,133,736.8421052631578,12.0
32,1,89.8,1.92,199,168,67,1.93,1783.0,10.6,3.5,4,3,24.36,False,True,False,132,919.0721649484536,14.0
41,1,101.1,1.83,160,162,66,0.79,634.0,28.6,3.2,2,1,30.19,False,False,True,94,792.5,6.4
55,1,118.6,1.72,163,168,67,0.77,640.0,25.9,2.6,3,1,40.09,False,True,False,96,820.5128205128204,7.800000000000001
52,1,84.8,1.85,189,152,50,1.19,895.0,23.4,3.2,2,1,24.78,False,False,False,139,745.8333333333334,6.4
47,1,80.0,1.77,171,149,68,0.72,531.0,28.2,3.5,3,1,25.54,True,False,False,103,727.3972602739726,10.5
48,1,73.1,1.83,194,131,71,1.05,681.0,28.0,2.8,4,2,21.83,False,False,True,123,642.4528301886792,11.2
22,1,117.3,1.68,172,134,57,1.24,914.0,28.5,2.7,3,2,41.56,False,False,True,115,731.2,8.100000000000001
31,0,77.4,1.71,190,137,52,1.26,863.0,26.2,1.8,4,2,26.47,False,False,False,138,679.5275590551181,7.2
28,0,72.9,1.67,197,147,74,1.13,831.0,34.7,2.2,3,2,26.14,False,False,False,123,728.9473684210527,6.6000000000000005
26,0,71.2,1.5,182,142,54,1.15,816.0,34.6,2.6,2,1,31.64,False,False,False,128,703.4482758620691,5.2
51,1,88.2,1.62,163,133,72,1.56,1027.0,11.8,3.5,4,3,33.61,False,False,False,91,654.140127388535,14.0
29,0,75.6,1.8,175,149,57,1.31,976.0,25.7,1.9,4,2,23.33,False,False,True,118,739.3939393939394,7.6
52,0,57.9,1.56,166,152,68,1.66,1135.0,15.8,2.7,4,3,23.79,True,False,False,98,679.6407185628743,10.8
52,0,70.6,1.58,181,164,67,1.02,753.0,34.9,2.0,3,2,28.28,True,False,False,114,731.0679611650485,6.0
18,1,118.6,1.64,188,134,67,0.94,693.0,25.6,2.7,3,1,44.1,False,False,False,121,729.4736842105264,8.100000000000001
57,1,55.7,1.99,170,126,70,1.13,705.0,23.6,3.0,3,2,14.07,False,True,False,100,618.421052631579,9.0
39,1,102.3,1.94,192,134,50,0.89,656.0,22.9,2.4,3,1,27.18,False,False,True,142,728.8888888888889,7.199999999999999
46,1,72.6,1.87,188,161,64,1.31,1044.0,22.6,3.4,4,2,20.76,True,False,False,124,790.9090909090909,13.6
25,0,63.8,1.68,198,165,67,0.95,784.0,31.6,1.9,2,1,22.6,False,False,False,131,816.6666666666667,3.8
28,0,67.3,1.67,171,157,74,0.61,479.0,29.2,2.3,3,1,24.13,False,True,False,97,772.5806451612904,6.8999999999999995
58,0,59.3,1.58,166,165,56,1.97,1463.0,19.8,2.7,4,3,23.75,False,True,False,110,738.8888888888889,10.8
54,0,70.7,1.57,198,163,65,1.14,836.0,31.8,2.1,3,1,28.68,False,False,False,133,726.9565217391305,6.300000000000001
31,1,86.9,1.69,185,130,65,1.72,1230.0,14.0,3.5,4,3,30.43,False,False,True,120,710.9826589595376,14.0
47,1,98.2,1.9,199,148,64,0.76,557.0,22.9,3.0,3,1,27.2,True,False,False,135,723.3766233766233,9.0
52,1,63.6,1.62,168,150,55,1.3,965.0,20.8,2.3,4,2,24.23,False,True,False,113,736.6412213740458,9.2
38,0,45.2,1.68,193,144,58,1.01,727.0,29.9,2.4,3,2,16.01,True,False,False,135,712.7450980392157,7.199999999999999
54,1,117.2,1.62,172,143,56,1.04,736.0,23.1,2.3,4,2,44.66,True,False,False,116,700.952380952381,9.2
22,1,107.4,1.74,195,138,63,1.34,1017.0,22.0,2.2,2,1,35.47,False,True,False,132,753.3333333333333,4.4
36,0,59.1,1.78,184,121,60,0.85,514.0,34.5,2.2,2,1,18.65,False,False,False,124,597.6744186046511,4.4
31,0,53.3,1.64,183,141,70,0.57,402.0,29.4,2.4,3,1,19.82,False,True,False,113,693.1034482758621,7.199999999999999
43,1,46.2,1.63,176,139,65,1.18,812.0,21.7,2.1,2,1,17.39,False,True,False,111,682.3529411764706,4.2
21,1,67.0,1.61,161,152,74,1.32,1104.0,22.0,2.1,3,2,25.85,False,False,True,87,830.0751879699247,6.300000000000001
42,1,86.3,1.77,172,127,55,1.77,1113.0,11.4,3.5,4,3,27.55,True,False,False,117,625.2808988764045,14.0
59,1,85.5,1.67,190,144,71,1.99,1418.0,15.0,3.5,5,3,30.66,False,False,False,119,709.0,17.5
42,1,70.2,1.87,188,165,65,1.38,1127.0,22.7,3.4,3,2,20.07,True,False,False,123,810.7913669064749,10.2
35,1,127.1,1.62,187,128,69,1.02,718.0,23.3,3.4,4,2,48.43,False,True,False,118,697.0873786407767,13.6
57,0,75.6,1.67,186,153,65,1.05,723.0,31.6,1.8,3,2,27.11,False,False,False,121,682.0754716981131,5.4
25,0,62.6,1.65,174,142,61,1.2,852.0,27.9,2.2,3,1,22.99,False,False,False,113,704.1322314049587,6.6000000000000005
56,0,55.7,1.53,190,124,66,1.91,1066.0,16.1,2.7,5,3,23.79,False,False,False,124,555.2083333333334,13.5
57,1,96.1,1.74,199,144,54,1.21,862.0,21.6,2.8,3,2,31.74,False,False,False,145,706.5573770491803,8.399999999999999
31,0,76.7,1.62,174,127,74,1.39,883.0,28.1,2.3,4,2,29.23,False,False,True,100,630.7142857142858,9.2
49,1,57.2,1.89,192,135,62,1.14,762.0,21.1,3.5,2,1,16.01,False,False,False,130,662.608695652174,7.0
55,1,69.9,1.81,179,167,57,1.2,992.0,20.2,2.1,4,2,21.34,False,True,False,122,819.8347107438017,8.4
50,0,67.9,1.77,171,164,73,1.03,760.0,33.0,2.4,3,2,21.67,False,False,True,98,730.7692307692307,7.199999999999999
40,1,87.9,1.87,196,134,54,1.96,1445.0,10.7,3.5,5,3,25.14,False,True,False,142,733.502538071066,17.5
32,1,102.8,1.98,168,120,61,1.24,818.0,27.8,2.8,3,2,26.22,False,True,False,107,654.4,8.399999999999999
50,0,51.8,1.5,182,141,58,1.32,838.0,33.0,2.2,3,1,23.02,True,False,False,124,630.0751879699247,6.6000000000000005
42,0,57.7,1.57,167,122,52,1.83,1005.0,17.7,2.7,4,3,23.41,False,False,False,115,546.195652173913,10.8
34,0,66.5,1.69,191,157,52,0.81,636.0,28.1,2.3,3,1,23.28,False,False,False,139,775.6097560975609,6.8999999999999995
50,1,95.4,1.61,173,133,50,1.16,764.0,21.5,3.6,4,2,36.8,False,True,False,123,652.991452991453,14.4
19,0,69.2,1.6,186,155,74,1.17,907.0,32.4,1.6,3,1,27.03,False,False,False,112,768.6440677966102,4.800000000000001
31,0,66.6,1.67,184,137,71,1.02,699.0,31.0,1.5,4,2,23.88,False,False,True,113,678.6407766990291,6.0
57,1,83.4,1.65,172,166,67,1.57,1290.0,13.3,3.5,4,3,30.63,True,False,False,105,816.4556962025316,14.0
57,0,43.8,1.75,180,160,73,1.39,1001.0,25.1,1.7,2,1,14.3,False,False,False,107,715.0,3.4
56,0,64.2,1.69,190,137,61,1.99,1227.0,19.6,2.7,5,3,22.48,False,False,False,129,613.5,13.5
23,0,44.1,1.62,196,122,58,0.58,354.0,25.7,2.7,2,1,16.8,False,False,True,138,600.0,5.4
23,1,87.3,1.91,164,129,58,1.87,1327.0,11.8,3.5,5,3,23.93,True,False,False,106,705.8510638297872,17.5
20,1,55.0,1.6,172,168,67,1.12,1035.0,24.0,3.2,4,2,21.48,False,False,True,105,915.9292035398229,12.8
24,1,87.1,1.74,187,158,67,1.57,1364.0,10.0,3.5,4,3,28.77,False,True,False,120,863.2911392405063,14.0
25,1,66.6,1.61,184,166,56,1.38,1260.0,25.0,3.0,2,1,25.69,False,True,False,128,906.4748201438849,6.0
59,0,60.4,1.76,194,120,53,1.72,929.0,18.8,2.7,5,3,19.5,False,False,False,141,536.9942196531792,13.5
32,1,126.4,1.83,198,146,62,1.1,883.0,28.2,2.1,3,2,37.74,True,False,False,136,795.4954954954954,6.300000000000001
46,1,88.7,1.63,166,146,66,0.75,542.0,28.8,3.5,2,1,33.38,False,True,False,100,713.1578947368421,7.0
